Symbol,Datetime,Open,Close,reason,prev_close,gap_pct_raw
MGA,2015-03-26,52.53,52.1,r2_split_like,105.32,-50.12343334599316
MGEE,2014-02-10,37.08,36.81,r2_split_like,55.46,-33.14100252434187
MOH,2011-05-23,26.63,26.04,r2_split_like,40.22,-33.78915962207857
MTX,2012-12-12,38.56,37.93,r2_split_like,76.71,-49.73275974449224
NDSN,2011-04-13,56.11,55.4,r2_split_like,111.11,-49.500495004950054
NEE,2020-10-27,76.14,75.78,r2_split_like,302.65,-74.84222699487859
NEOG,2013-10-31,46.5588,46.2188,r2_split_like,69.9662,-33.45529698625908
NEOG,2021-06-07,45.47,45.66,r2_split_like,90.48,-49.74580017683466
NOVA,2025-07-07,9.9999997e-05,0.0012,r2_split_like,0.0015,-93.33333353333333
NOVA,2025-07-08,0.000600000028,0.0015,r2_split_like,0.0012,-49.99999766666666
NOVT,2010-12-29,10.17,10.45,r2_split_like,3.38,200.88757396449702
NXE,2020-03-16,0.5,0.6206,r2_split_like,0.7518,-33.492950252726786
OGE,2013-07-02,34.03,34.2,r2_split_like,68.06,-50.0
OIGLF,2025-12-10,0.0135,0.0135,r2_split_like,0.02,-32.5
OIGLF,2025-12-17,0.03,0.03,r2_split_like,0.01,199.99999999999994
OIGLF,2025-12-22,0.01985,0.0155,r2_split_like,0.03,-33.83333333333333
OIGLF,2025-12-29,0.001,0.03,r2_split_like,0.02,-95.0
OIGLF,2026-01-20,0.015,0.0228,r2_split_like,0.03,-50.0
OIGLF,2026-02-06,0.02,0.02,r2_split_like,0.0296,-32.432432432432435
OII,2011-06-13,37.19,35.91,r2_split_like,74.38,-50.0
ON,2014-03-13,9.45,9.2,r2_split_like,94.1,-89.95749202975557
ONDS,2020-01-03,0.4444,0.4444,r2_split_like,0.6667,-33.343332833358325
ONDS,2020-03-10,0.2222,0.2222,r2_split_like,0.3333,-33.33333333333333
OTEX,2014-02-19,51.29,50.68,r2_split_like,102.11,-49.7698560376065
OTEX,2017-01-25,33.49,34.27,r2_split_like,66.03,-49.280630016659096
PEGA,2014-04-02,18.25,18.65,r2_split_like,36.29,-49.71066409479195
PEGA,2020-03-16,38.01,63.01,r2_split_like,74.91,-49.25911093311974
PENG,2022-02-02,28.75,27.85,r2_split_like,57.06,-49.614440939362076
PLUS,2017-04-03,67.95,66.35,r2_split_like,135.05,-49.68530174009626
POWI,2020-08-19,58.01,57.3,r2_split_like,116.53,-50.21882776967305
PPG,2015-06-15,115.64,115.43,r2_split_like,233.25,-50.42229367631297
PPTA,2021-01-29,7.52,7.54,r2_split_like,0.7579,892.2153318379733
QMCO,2024-11-25,13.65,21.77,r2_split_like,9.13,49.50711938663745
QUBT,2010-04-19,0.6,0.35,r2_split_like,0.3,100.0
QUBT,2010-06-25,0.08,0.1,r2_split_like,0.12,-33.33333333333333
QUBT,2010-09-30,0.03,0.04,r2_split_like,0.045,-33.33333333333333
QUBT,2010-12-22,0.02,0.026,r2_split_like,0.03,-33.33333333333333
QUBT,2011-01-11,0.04,0.04,r2_split_like,0.02,100.0
QUBT,2011-07-06,0.04,0.04,r2_split_like,0.02,100.0
