Symbol,Description,Price,Price - Currency,Pre-market Change %,Price Change % 1 day,Post-market Change %,Market capitalization,Market capitalization - Currency,Price to earnings ratio,Price * Volume (Turnover) 1 day,Price * Volume (Turnover) 1 day - Currency,Price * Volume (Turnover) 1 month,Price * Volume (Turnover) 1 month - Currency,Upcoming earnings date,"Net income growth %, Quarterly QoQ","Revenue growth %, Quarterly QoQ",Industry,Sector
CNP,"CenterPoint Energy, Inc (Holding Co)",43,USD,0.773921200750465,0.8442776735459648,-0.22744186046511497,28073478027,USD,26.736305415656282,479659410,USD,4086469396,USD,2026-05-05,-9.897610921501707,26.006036217303823,Electric utilities,Utilities
MDB,"MongoDB, Inc.",344.56,USD,-1.6550057602068018,-3.1835679563910153,-0.060947295100992435,28044342611,USD,,476690146,USD,7791229655.28,USD,2026-03-02,95.73414385308621,6.24059438419214,Packaged software,Technology services
HUBB,Hubbell Inc,526.73,USD,0.7368580978426218,0.032285019750849436,0,28001809593.999996,USD,31.6050642025681,269300720.37,USD,5216485303.440001,USD,2026-04-28,-12.26969815758526,-0.6456336528221512,Electrical products,Producer manufacturing
MTD,"Mettler-Toledo International, Inc.",1377.55,USD,,0.07409936579660319,0,27999049991.999996,USD,32.70715162508874,216240911.25,USD,3004207876.7,USD,2026-04-30,31.390435554247727,9.715072074460581,Medical specialties,Health technology
TSCO,Tractor Supply Company,52.96,USD,0.962278675904542,1.924557351809084,0.040785498489424844,27875565338,USD,25.709985921646684,246478805.76,USD,4369098634.56,USD,2026-04-23,-12.288828548066084,4.8204861249288795,Specialty stores,Retail trade
PPL,PPL Corporation,37.44,USD,1.433594806599949,1.271301054909383,-0.2403846153846055,27695834510.999996,USD,23.58128109844429,543556615.68,USD,6038394448.32,USD,2026-04-30,-16.352201257861633,1.563197856185797,Electric utilities,Utilities
ES,Eversource Energy (D/B/A),73.56,USD,0,-0.14931451065562568,1.2173735725937989,27621529902,USD,16.126627789713684,350118897.72,USD,3219435787.2000003,USD,2026-05-06,14.625804994708188,4.644160683097224,Electric utilities,Utilities
PAAS,Pan American Silver Corp.,64.7,USD,0.1338016663943758,5.70168273157981,0.40185471406490086,27295893845.457726,USD,25.414535826089473,701277477,USD,8210916996.900001,USD,2026-05-13,174.99632888247643,41.705961722039305,Precious metals,Non-energy minerals
ON,ON Semiconductor Corporation,69.11,USD,-0.6755764429431752,1.4980173300044,-0.1591665460859491,27230759644,USD,207.04014379868184,364383857.2,USD,10591970614.789999,USD,2026-05-04,-28.705882352941174,-1.341156747694887,Semiconductors,Electronic technology
ZM,"Zoom Communications, Inc.",90.29,USD,-0.8355321020228573,-0.7365875109938297,1.7390630191604826,26734958267.000004,USD,17.54328016010259,276414347.74,USD,5036391639.59,USD,2026-02-25,70.91095172229163,1.035796938451086,Packaged software,Technology services
CW,Curtiss-Wright Corporation,707.45,USD,,0.6974592555690117,0,26083349252.999996,USD,54.96379513953633,172326330.60000002,USD,2775641165.25,USD,2026-05-06,9.74589848756729,8.95233383572834,Aerospace & defense,Electronic technology
RPRX,Royalty Pharma plc,45.12,USD,,0.022168033695406805,0,26030026987,USD,25.339773110187576,156350455.67999998,USD,2538529212.48,USD,2026-05-07,-25.75038946349452,2.085867015925067,Pharmaceuticals: major,Health technology
FSLR,"First Solar, Inc.",241.88,USD,-1.1487355336476668,3.6776682383197525,-0.05787994046634131,25955694302,USD,18.572152520769666,678303116.48,USD,8187321379.08,USD,2026-02-24,33.36814208992945,45.3608829989883,Semiconductors,Electronic technology
GFS,GlobalFoundries Inc.,46.19,USD,-0.5721830985915449,1.6505281690140847,0.4546438623078607,25666937037,USD,29.13460325469913,115662069.5,USD,2669020881.18,USD,2026-05-12,-19.758064516129032,8.412322274881516,Semiconductors,Electronic technology
WSM,"Williams-Sonoma, Inc.",214.86,USD,,1.9163267242197233,0,25650140372,USD,23.62189142241474,259125027.48000002,USD,3077100086.34,USD,2026-03-18,-2.4115171149045493,2.507349898734729,Specialty stores,Retail trade
LPLA,LPL Financial Holdings Inc.,319.22,USD,-0.8111734569407247,-2.6530861185655,0,25549611763.000004,USD,28.987849839269177,292922975.62,USD,6309241566.320001,USD,2026-04-23,,8.358851549557478,Investment banks/Brokers,Finance
ZS,"Zscaler, Inc.",159.75,USD,-1.1775844724539968,-5.467779158530096,0.08137715179968416,25475525265,USD,,522080253,USD,6159221156.25,USD,2026-02-26,33.923085675275914,9.577796130840653,Packaged software,Technology services
FIS,"Fidelity National Information Services, Inc.",49.13,USD,-0.20408163265306412,0.2653061224489848,-1.0608589456543869,25442008836,USD,154.74015748031496,164811203.22,USD,4220071953.9,USD,2026-02-24,,3.8608562691131496,Packaged software,Technology services
AWK,"American Water Works Company, Inc.",129.37,USD,0.03045066991473206,-1.5149208282582285,0.17778464868206675,25254145875,USD,22.706848738020852,301827972.2,USD,3898810106.15,USD,2026-05-06,-37.203166226912934,-12.405237767057201,Water utilities,Utilities
VRSK,"Verisk Analytics, Inc.",182.5,USD,,-0.7558866713796217,0,25174395751.999996,USD,28.154456117616206,289104090,USD,7856531012.5,USD,2026-05-05,-12.549889135254988,1.3666536509176102,Data processing services,Technology services
CASY,"Caseys General Stores, Inc.",667.22,USD,0.004524136266980247,0.6198066685768596,0,24731797736,USD,41.034692710287274,158526134.24,USD,3249641632.4,USD,2026-03-09,-4.187968702839497,-1.3361196346220123,Specialty stores,Retail trade
NBIS,Nebius Group N.V.,97.92,USD,-1.0315026484527454,-9.00473933649289,-0.728247549019605,24647485538,USD,,1693226079.3600001,USD,20933849819.52,USD,2026-04-29,-108.69565217391468,55.852156057495996,Packaged software,Technology services
STE,STERIS plc (Ireland),250.65,USD,0,-0.2110040608328693,0,24582503122.999996,USD,34.678122276179806,272287862.55,USD,3934295641.8,USD,2026-05-20,0.5211047420531527,2.4583989591179893,Medical specialties,Health technology
PSTG,"Pure Storage, Inc.",73.93,USD,-0.6658513384970908,0.4620192961000182,0.013526308670351555,24409591026,USD,195.168954593453,183742590.87,USD,3421048131.2900004,USD,2026-02-25,16.316482023855002,12.015186956592435,Computer peripherals,Electronic technology
RGLD,"Royal Gold, Inc.",285.54,USD,0.44889248657002995,5.062918537052045,0.3392519436856327,24216677927,USD,41.85146642824688,305843892.78000003,USD,3891494453.76,USD,2026-05-06,-26.188260896991107,48.89751971690179,Precious metals,Non-energy minerals
FLEX,Flex Ltd.,65.68,USD,-0.7679311933650744,0.8754415604361963,-0.2436053593179214,24148825161,USD,29.400179051029546,270970918.64000005,USD,4455692580.160001,USD,2026-05-13,20.100502512562816,3.7330981775426224,Electronic production equipment,Electronic technology
BCE,"BCE, Inc.",25.8,USD,0.5475166210402838,0.8994915917090358,0.6976744186046501,24059166724.93058,USD,,60074242.2,USD,1442580916.2,USD,2026-04-30,-86.7304308345502,7.372723500880231,Major telecommunications,Communications
Q,"Qnity Electronics, Inc.",113.46,USD,-0.9037745879851109,0.531632110579474,0.03525471531817932,23765692273,USD,,250685785.44,USD,3951255505.62,USD,2026-02-26,12.23404255319149,9.05982905982906,Electronic equipment/Instruments,Electronic technology
BRO,"Brown & Brown, Inc.",69.59,USD,0.5473926822241363,0.24488619994238214,0,23689829611.000004,USD,21.793185519228363,168041339.06,USD,4150897917.7200003,USD,2026-04-27,16,0.062266500622665005,Insurance brokers/Services,Finance
WWD,"Woodward, Inc.",394.03,USD,,0.7955591936969091,0.23094688221709644,23490440243,USD,49.6215698867858,108952841.27,USD,4962040673.589999,USD,2026-05-04,-2.8367351387486104,0.11956626583499454,Industrial machinery,Producer manufacturing
LH,Labcorp Holdings Inc.,282.67,USD,0,0.06726139903709917,0,23433344544,USD,27.025709177478415,313877898.68,USD,3246792281.86,USD,2026-05-05,-36.92072003063961,-1.3385716290164165,Medical/Nursing services,Health services
CMS,CMS Energy Corporation,75.86,USD,,0.01318391562294676,0.013182177695762083,23245089542.000004,USD,21.536452418805357,329975524.56,USD,3851701454.18,USD,2026-04-23,4.332129963898916,10.489856506679862,Electric utilities,Utilities
VLTO,Veralto Corp,93.08,USD,,-0.9576505639497825,-0.6231198968629118,23111517609,USD,24.783662166839736,254137999.44,USD,3830333404.56,USD,2026-04-28,6.2761506276150625,-0.5698005698005698,Industrial machinery,Producer manufacturing
HUM,Humana Inc.,189.83,USD,-0.020997375328079812,-0.3517060367454003,0.0368750987725824,22892733235.000004,USD,19.35421382108848,300403507.21000004,USD,7132282699.01,USD,2026-04-29,-508.2051282051282,-0.4104260467395632,Managed health care,Health services
CHRW,"C.H. Robinson Worldwide, Inc.",190.06,USD,-0.6371834332307397,2.629731626977701,0.021045985478265833,22545075486.999996,USD,39.32465705240943,442254035.08,USD,10051930531.76,USD,2026-04-29,-16.360814052654508,-5.4198778489699535,Air freight/Couriers,Transportation
DGX,Quest Diagnostics Incorporated,202.41,USD,,-0.014819205690575548,0,22516567097,USD,23.118832236842103,129965639.31,USD,3618275897.34,USD,2026-04-28,0.823045267489712,-0.35511363636363635,Services to the health industry,Health services
CRDO,Credo Technology Group Holding Ltd,124.06,USD,-2.0205112505739984,-5.051278126435018,0.3466064807351222,22409169981,USD,108.29259776536314,645294368.2,USD,13516157857.36,USD,2026-03-02,30.34274988564488,20.15160888315088,Information technology services,Technology services
MTZ,"MasTec, Inc.",283.86,USD,0.6131852980661071,2.9933601828670944,0,22396817490.000004,USD,67.49251034285986,310951882.26,USD,3662186862.2400002,USD,2026-02-26,87.32364806566704,11.911936254215796,Engineering & construction,Industrial services
LDOS,"Leidos Holdings, Inc.",173.5,USD,,-1.5714528847790379,0,21929130836,USD,15.579261174864861,162523696,USD,2927939502,USD,2026-05-05,-10.899182561307901,-5.8626090848064445,Packaged software,Technology services
ALAB,"Astera Labs, Inc.",129.68,USD,-1.6890363444427756,-2.2168602020811323,0.0385564466378647,21903418937,USD,106.39100828615965,472606570.08000004,USD,12370584599.76,USD,2026-05-12,-50.631077551199596,17.351404098449528,Semiconductors,Electronic technology
DOW,Dow Inc.,30.52,USD,-1.592863969417012,-2.7715833067856037,0.3276539973787727,21899139767,USD,,547073533.16,USD,6105754075.96,USD,2026-04-23,-2675,-5.143888498947157,Chemicals: specialty,Process industries
ATI,ATI Inc.,158.87,USD,-0.032713949227958235,3.945302276890867,0.00623151003964725,21584659433.000004,USD,55.6989096518599,517880930.86,USD,5930693357.6,USD,2026-04-30,-12.181818181818182,4.584629053753887,Other metals/Minerals,Non-energy minerals
CNC,Centene Corporation,43.24,USD,-0.5952380952380907,-1.0073260073260022,-1.6882516188714245,21264178697,USD,,217484746.88,USD,4198148769.28,USD,2026-04-28,83.39616950686171,0.07043670758703964,Managed health care,Health services
TU,Telus Corporation,13.59,USD,,0.5177514792899429,0.07358351729212499,21213990695.930683,USD,25.712944846244156,49323464.46,USD,1254318417.99,USD,2026-05-01,-39.92937334380491,4.683206041825059,Wireless telecommunications,Communications
CSGP,"CoStar Group, Inc.",49.87,USD,2.2009374363154643,1.6303240269003407,0,21136041807,USD,970.2334630350193,394063115.09,USD,5524543244.3,USD,2026-02-24,-598.3870967741935,6.693971585818508,Internet software/Services,Technology services
EXPD,"Expeditors International of Washington, Inc.",156.3,USD,,3.7159920371599355,0,20947472559,USD,25.441523561487752,398119388.70000005,USD,4449534333,USD,2026-02-24,21.071611448244305,9.15824027059997,Air freight/Couriers,Transportation
RCI,"Rogers Communication, Inc.",38.41,USD,,0.4971219256933483,0,20819123434.05082,USD,4.122140546173084,25041629.959999997,USD,569456250.89,USD,2026-04-29,-86.90380338541289,17.04712458566241,Wireless telecommunications,Communications
BR,"Broadridge Financial Solutions, Inc.",177.02,USD,,0.45967879235003817,0,20666858605.000004,USD,19.59421316538083,195408837.60000002,USD,4718284707.280001,USD,2026-05-05,72.0677146311971,7.833144582861457,Information technology services,Technology services
DD,"DuPont de Nemours, Inc.",50.41,USD,-1.015127388535042,0.3383757961783332,-0.019837333862324957,20613851652,USD,,245259520.95,USD,4095265652.3199997,USD,2026-05-05,-2.4390243902439024,-44.88932291666667,Chemicals: major diversified,Process industries
ENTG,"Entegris, Inc.",134.49,USD,-0.505012436873436,1.3718248285219128,-0.014870994125964926,20442480835,USD,86.86301104437125,312789983.01000005,USD,6942260559.42,USD,2026-04-28,-29.929078014184395,2.0815264527320037,Industrial machinery,Producer manufacturing
UTHR,United Therapeutics Corporation,473.42,USD,,-1.477565970198944,-0.29994508047822566,20383855517,USD,17.942770513549366,129832121.06,USD,1943289208.38,USD,2026-02-25,9.434571890145396,0.11269722013523666,Biotechnology,Health technology
NTAP,"NetApp, Inc.",102.48,USD,0.3641732283464612,0.8661417322834741,0.4293520686963288,20297225180.000004,USD,17.835946882016117,186441249.12,USD,3261505934.4,USD,2026-02-26,30.90128755364807,9.441233140655106,Computer peripherals,Electronic technology
INCY,Incyte Corporation,101.32,USD,,-0.40302762213703996,-0.8093170153967562,20164147113,USD,15.8228441140644,152928861.79999998,USD,2859843729.9199996,USD,2026-05-05,-29.44345296332358,10.3116443871799,Pharmaceuticals: major,Health technology
TEAM,Atlassian Corporation,75.98,USD,-0.9344629952653875,-5.332668826314479,-0.039484074756516364,20110326913,USD,,726750067.64,USD,8628052426.220001,USD,2026-04-30,17.784846732855744,10.733424870678187,Packaged software,Technology services
AGI,Alamos Gold Inc.,47.84,USD,-0.1308329699084219,4.317488006977767,-0.18812709030101046,20087098328.08421,USD,22.577578286289697,216317553.92000002,USD,3453708718.7200003,USD,2026-04-29,61.634935612660435,27.79009482332968,Precious metals,Non-energy minerals
SNA,Snap-On Incorporated,385.88,USD,,0.5236147654153726,0,20032235103,USD,20.10692289254562,113869715.08,USD,2399801611.68,USD,2026-04-16,-1.7709118311981804,3.7154578527749824,Tools & hardware,Consumer durables
THC,Tenet Healthcare Corporation,229.9,USD,,0.7979656260961036,0,19992792580.000004,USD,14.84192925712884,233272173.20000002,USD,4527270345.400001,USD,2026-05-05,8.47953216374269,4.499905464170921,Hospital/Nursing management,Health services
ALB,Albemarle Corporation,168.42,USD,-1.7279258951368663,0.005937889674004456,0.0029093931837196026,19847828807.999996,USD,,313427093.7,USD,6350554329.839999,USD,2026-05-06,-157.74391078696155,9.19095692173824,Chemicals: specialty,Process industries
VRSN,"VeriSign, Inc.",215.91,USD,-0.1661896408457269,-0.3277629027790638,0,19798946677,USD,24.510160063571348,108850378.77,USD,3047756196.24,USD,2026-04-23,-3.101503759398496,1.4793605344786447,Internet software/Services,Technology services
EXAS,Exact Sciences Corporation,103.43,USD,,0.13554071062058337,0,19743568043.999996,USD,,280144499.06,USD,3317598028.8300004,USD,2026-05-13,-338.6802082270083,3.2491751289173294,Medical specialties,Health technology
RVMD,"Revolution Medicines, Inc.",101.83,USD,-0.7202647459606725,-0.8857309713840731,-0.07856230973190445,19685756500,USD,,172561525.32,USD,2708083109.14,USD,2026-02-25,-23.17272496135794,,Pharmaceuticals: other,Health technology
ZBH,"Zimmer Biomet Holdings, Inc.",98.75,USD,-0.7455919395465943,-0.5037783375314862,0,19570429478,USD,27.843568488129474,176401173.75,USD,3647535761.25,USD,2026-05-05,-39.62754439151148,12.111521934645749,Medical specialties,Health technology
FN,Fabrinet,546.13,USD,-0.6578051106397159,6.2861257614385995,0.5126984417629419,19565718255,USD,52.36999319160362,422404794.63,USD,6224944840.92,USD,2026-05-11,17.411337906303217,15.822060098473468,Semiconductors,Electronic technology
LII,"Lennox International, Inc.",561.01,USD,,1.942506178223568,0.08734247161369835,19524780795.000004,USD,25.234119880173804,205502451.07999998,USD,4335706317.94,USD,2026-04-27,-42.0260374288039,-16.24614522007289,Industrial machinery,Producer manufacturing
MRNA,"Moderna, Inc.",49.87,USD,-1.0261569416499094,0.34205231388328894,0.10026067776219022,19485884816.000004,USD,,450125273.51,USD,7741006716.92,USD,2026-04-30,-313,-33.267716535433074,Biotechnology,Health technology
ROIV,Roivant Sciences Ltd.,27.15,USD,-2.0857558139534813,-1.3444767441860501,-0.5524861878452987,19431284886.000004,USD,,127058416.19999999,USD,3158524246.2,USD,2026-07-01,-134.22598860102715,27.243793761935077,Pharmaceuticals: major,Health technology
APG,APi Group Corporation,44.64,USD,1.328529610448105,0.5179013735645215,1.0304659498207904,19424117327,USD,122.87365813377374,81349614.72,USD,1445116524.48,USD,2026-02-25,20.77922077922078,4.773869346733668,Engineering & construction,Industrial services
SMCI,"Super Micro Computer, Inc.",32.42,USD,-2.332089552238795,0.808457711442802,-0.4318322023442337,19419236578,USD,24.07544927966731,844824221.12,USD,17144318204.640001,USD,2026-05-05,138.02715631220846,152.75053360144605,Computer processing hardware,Electronic technology
CRS,Carpenter Technology Corporation,389.73,USD,-0.7760820876087343,1.4974738267618104,0,19412342366,USD,45.26901454258236,410424273.27000004,USD,5106338723.31,USD,2026-04-23,-14.122448979591837,-0.7768842851301622,Other metals/Minerals,Non-energy minerals
RBA,"RB Global, Inc.",103.37,USD,,-0.30861220947053064,0,19194981599.42812,USD,49.57316578687126,175731584.25,USD,2938879494.9700003,USD,2026-05-07,17.313526697159425,13.093013334078371,Internet software/Services,Technology services
RIVN,"Rivian Automotive, Inc.",15.27,USD,-1.4868505452212943,-2.052597819114819,-0.3274394237066073,18949914364,USD,,318517174.32,USD,8051728851.57,USD,2026-05-12,30.861040068201195,-17.458279845956355,Motor vehicles,Consumer durables
NVT,nVent Electric plc,116.87,USD,0.10266940451745768,-0.008555783709780036,0.008556515786763844,18901322630,USD,27.359771514186722,227576042.46,USD,4707680556.41,USD,2026-04-24,-4.376548307184145,1.2049335863377608,Electronic components,Electronic technology
BWXT,"BWX Technologies, Inc.",206.44,USD,-0.27263595924809547,-1.257951882144734,0,18874136956,USD,61.74183514774494,170115230.48,USD,2517791785.6,USD,2026-02-23,4.743072919324386,13.422845150926822,Aerospace & defense,Electronic technology
DKS,Dick's Sporting Goods Inc,206.23,USD,,1.7214165926802705,-0.1115259661542888,18554362096,USD,16.58197314464903,223593122.39,USD,3048634571.16,USD,2026-03-12,-80.28012438319672,14.291523977298404,Specialty stores,Retail trade
FTV,Fortive Corporation,58.28,USD,,0.7258900795022498,0.49759780370624423,18510405601,USD,33.66062146240037,171746497.6,USD,4746257285.32,USD,2026-04-23,237.63636363636365,9.28828741115764,Electronic equipment/Instruments,Electronic technology
EVRG,"Evergy, Inc.",80.26,USD,,0.9178926191374374,-1.183653127336161,18482401784,USD,21.870401656766038,197184132.42000002,USD,2623008281.1400003,USD,2026-05-01,-82.25263157894737,-26.04265270894816,Electric utilities,Utilities
PTC,PTC Inc.,155.16,USD,,0.49548236665694245,0,18463437892.999996,USD,22.660357518401682,139761456.12,USD,3391608459.96,USD,2026-04-29,-53.07078359092292,-23.2681990836825,Packaged software,Technology services
SN,"SharkNinja, Inc.",130.64,USD,0.29846057178762936,2.6076028903550057,-0.4898958971218512,18439390586,USD,26.441597344505837,195043429.76,USD,3162000892.64,USD,2026-05-07,35.22670071902039,28.903351653744245,Electronics/Appliances,Consumer durables
VTRS,Viatris Inc.,15.92,USD,-0.5006257822277852,-0.37546933667084165,-0.43969849246231335,18336176855.000004,USD,,149224910.08,USD,2419345222.32,USD,2026-02-26,-2686.95652173913,5.04272072373932,Pharmaceuticals: major,Health technology
MGA,"Magna International, Inc.",64.92,USD,,-2.624868756562172,0,18295380554.022957,USD,21.78993304287876,198686621.28,USD,2760491884.8,USD,2026-05-01,-100.33668740663806,6.4784382621800525,Auto parts: OEM,Producer manufacturing
MTSI,"MACOM Technology Solutions Holdings, Inc.",243.59,USD,-0.6431398416886552,0.42463720316622733,0,18272165624.000004,USD,114.5228020686413,194095678.67000002,USD,5212130794.14,USD,2026-04-30,8.082890070921986,3.998162116629004,Semiconductors,Electronic technology
LNT,Alliant Energy Corporation,71.01,USD,0.714183688044565,1.42836737608913,0,18253375895,USD,22.592345136966692,285108984.54,USD,3011236000.02,USD,2026-04-30,-49.46619217081851,-12.066115702479339,Electric utilities,Utilities
LYB,LyondellBasell Industries NV,56.67,USD,-1.48201698897524,2.4218326405205195,-1.5352038115405056,18240539788.999996,USD,,685721507.52,USD,5373010604.190001,USD,2026-04-24,84.17508417508418,-8.230878736896596,Chemicals: specialty,Process industries
ILMN,"Illumina, Inc.",117.67,USD,-3.3333333333333335,-1.941666666666665,0,17991742001.999996,USD,21.53708177758255,248772501.18,USD,4328473299.5,USD,2026-04-28,122.66666666666666,7.109879963065559,Medical specialties,Health technology
BIP,Brookfield Infrastructure Partners LP Limited Partnership,38.53,USD,,1.1286089238845136,0,17801723680,USD,42.86826880284824,25097786.990000002,USD,440735923.69,USD,2026-05-06,4.285714285714286,5.506276150627615,Alternative power generation,Utilities
ITT,ITT Inc.,206.47,USD,-0.4013312451057132,1.0522709475332839,0,17764682245,USD,33.794909567067684,125925846.53,USD,3472015211.72,USD,2026-04-30,3.7825059101654728,5.494945450905815,Auto parts: OEM,Producer manufacturing
NXT,Nextpower Inc.,119.34,USD,0.7324429125377067,2.8349849202929827,0.36031506619741294,17719106839,USD,30.48898880997394,152457924.06,USD,3236282049.78,USD,2026-05-20,-10.63931200250578,0.4511371218246972,Electronic equipment/Instruments,Electronic technology
RBC,RBC Bearings Incorporated,559.18,USD,-0.43523992600920847,1.4072757607631192,-0.03218999248899281,17680690567,USD,65.76112522344529,77748387.19999999,USD,1890941540.9399998,USD,2026-05-15,12.333333333333334,1.3837030529321326,Metal fabrication,Producer manufacturing
TXT,Textron Inc.,100.77,USD,0.4342118549934289,1.7570433202059932,-0.009923588369545405,17550349004.999996,USD,19.708971425218564,176723875.95,USD,2924937524.52,USD,2026-04-23,0.4273504273504274,15.907828983897835,Aerospace & defense,Electronic technology
TLN,Talen Energy Corporation,382.25,USD,0.7735620691469762,0.576224806609482,0,17464172277,USD,83.03645131859061,232112138.5,USD,4904108101.75,USD,2026-02-26,187.5,69.39953810623557,Alternative power generation,Utilities
SSNC,"SS&C Technologies Holdings, Inc.",71.38,USD,,0.014011489421312742,0,17418675483,USD,22.632296521766698,155497761,USD,3341014135.8799996,USD,2026-04-23,-8.047619047619047,5.45280612244898,Information technology services,Technology services
MKSI,MKS Inc.,259.27,USD,-0.8350730688935332,4.091055082704339,0.08871061056042666,17415030178,USD,59.43015632879476,505655058.80999994,USD,7598549043.249999,USD,2026-04-28,45.94594594594595,4.554655870445344,Industrial machinery,Producer manufacturing
WST,"West Pharmaceutical Services, Inc.",241.12,USD,,-1.1114300947381406,0,17365821800.000004,USD,35.49275042319865,206420661.92000002,USD,4076819345.28,USD,2026-04-23,-5.642857142857142,0.21136391893572049,Medical specialties,Health technology
HII,"Huntington Ingalls Industries, Inc.",437.57,USD,-0.370086203005819,-1.2569391163063577,-0.03885092670887307,17171422937,USD,28.478359908883824,222848275.02,USD,4064340502.95,USD,2026-04-30,9.655172413793103,8.897243107769423,Aerospace & defense,Electronic technology
TWLO,Twilio Inc.,113.14,USD,-0.9643114635904769,1.964671953857252,-0.1237404984974373,17153473030.000002,USD,574.0233384069,245772438.04,USD,5541170435.92,USD,2026-04-30,-223.10459621993127,5.039057153095735,Packaged software,Technology services
CHKP,Check Point Software Technologies Ltd.,159.04,USD,-0.12574662055958316,-0.006287331027990775,0,17073694117.999998,USD,16.50408866381636,248031150.07999998,USD,3965243965.7599998,USD,2026-04-29,-15.110119877232513,9.948339483527416,Internet software/Services,Technology services
HPQ,HP Inc.,18.59,USD,0.4362050163576982,1.3631406761177753,-0.10758472296933606,17065331941,USD,7.0058413416242695,356888347.53,USD,5489486831.4,USD,2026-02-24,4.193971166448231,4.285916690280533,Information technology services,Technology services
PODD,Insulet Corporation,241.89,USD,-1.6459253311922901,-2.894419911682059,0,17028052387.999996,USD,69.09760904961864,337738428.71999997,USD,3933207595.35,USD,2026-04-30,15.981735159817351,10.97267450092029,Medical specialties,Health technology
WSO.B,"Watsco, Inc.",419.25,USD,,7.792975780326016,,16994123788.423613,USD,34.622721754713396,49052.25,USD,70853.25,USD,2026-04-16,-57.74650688018666,-23.62103623358434,Building products,Producer manufacturing
APTV,Aptiv PLC,79.57,USD,,-1.1061396967437245,0,16928391164.000002,USD,63.18087978402413,145325295.31,USD,2416030140.1699996,USD,2026-04-30,-190.33078880407123,0.07680491551459294,Electrical products,Producer manufacturing
HOLX,"Hologic, Inc.",75.43,USD,,0.38594623369710707,-0.013257324671887996,16839363144,USD,31.298755186721994,206706109.10000002,USD,2980356593.65,USD,2026-04-30,-4.378003203416978,-0.16198189614101952,Medical specialties,Health technology
CSL,Carlisle Companies Incorporated,409.02,USD,,0.33607261130872185,0,16722318158.999998,USD,23.734557334431994,190654856.51999998,USD,3748112441.8199997,USD,2026-04-23,-37.58798686062882,-16.27440789962135,Building products,Producer manufacturing
PNR,Pentair plc.,102.03,USD,,1.5425955414012709,0,16696380431.000004,USD,25.804901489668428,145099107.66,USD,3450419114.76,USD,2026-04-28,-9.875203472599022,-0.14677103718199608,Industrial machinery,Producer manufacturing
RS,"Reliance, Inc.",319.01,USD,-1.6499633341481232,-2.526888291371298,-0.0031346979718475613,16680065029.000002,USD,22.845991334550792,158481296.91,USD,1964840011.8,USD,2026-04-22,-38.522427440633244,-4.179447852760736,Steel,Non-energy minerals
WSO,"Watsco, Inc.",409.93,USD,,0.09034085359898539,0,16627691161,USD,33.85305266287338,135690929.3,USD,2747475068.79,USD,2026-04-16,-57.74650688018666,-23.62103623358434,Building products,Producer manufacturing
COO,"The Cooper Companies, Inc.",84.07,USD,0,0.4660611854684349,-0.04757939812060431,16475872699,USD,44.86365334329473,116822747.22999999,USD,2041323342.3799999,USD,2026-03-05,-13.936927772126145,0.4621333584834481,Medical specialties,Health technology
KTOS,"Kratos Defense & Security Solutions, Inc.",96.08,USD,0.6151225513390663,-9.075423488218041,0.6973355537052475,16365226254,USD,782.4104234527687,445006433.92,USD,4556788369.84,USD,2026-02-23,200,-1.1095305832147937,Aerospace & defense,Electronic technology
CDW,CDW Corporation,124.64,USD,-0.958363533864861,0.37851332850124736,0,16227336368,USD,15.423833683950008,220969145.76,USD,3815394924.8,USD,2026-05-06,-3.951890034364261,-3.9460382751769094,Information technology services,Technology services
J,Jacobs Solutions Inc.,137.93,USD,,-0.9905965113775,0.05800043500325098,16199423668.000002,USD,37.85541771873971,73367035.95,USD,2460936439.3900003,USD,2026-05-12,20.272698541694883,4.38116920859,Data processing services,Technology services
NDSN,Nordson Corporation,290.17,USD,,-1.2792161398972512,0,16186726812,USD,31.362270595101705,177075952.33,USD,2045673835.5500002,USD,2026-05-25,-12.036878272682907,-10.954616796573648,Industrial machinery,Producer manufacturing
HL,Hecla Mining Company,24.02,USD,2.369460289600698,5.397103992979379,0.12489592006661589,16101802322.000002,USD,49.60760016522098,802475052.4,USD,8167417482.139999,USD,2026-05-13,33.44022397394913,9.417593311552904,Precious metals,Non-energy minerals
TRMB,Trimble Inc.,67.62,USD,-0.7271108473067145,0.34129692832765096,0,16088216965,USD,38.486055776892435,99584109.24000001,USD,2527621940.76,USD,2026-05-06,40.44843049327354,7.6120727918331115,Packaged software,Technology services
TOST,"Toast, Inc.",27.07,USD,-0.7235890014471754,-2.0622286541244583,0.09974141115626532,15971299820,USD,49.59692194943203,241859973.91,USD,6355553612.6,USD,2026-05-07,-3.8095238095238098,0,Packaged software,Technology services
CDE,"Coeur Mining, Inc.",24.63,USD,-0.24937655860348598,2.3690773067331685,0.27568006496143577,15814861727.999998,USD,26.75429067999131,789849051.51,USD,8785255020.63,USD,2026-05-06,-19.434158846280695,22.15809439086395,Precious metals,Non-energy minerals
GIB,CGI Inc.,74.32,USD,,0.8002170080021553,0,15793783457.578793,USD,13.677464675361787,53978021.44,USD,691534148.0799999,USD,2026-04-29,17.54796759202972,3.0508372339169574,Information technology services,Technology services
